# Dataset Report: AB Token (AB)
# Coin Name: AB Token
# Symbol: AB
# Approx Row Count: 2323
# Date Range: 2019-06-05 to 2026-02-08
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_AB, Volume_USD
# Note: Launched ~2018. Likely Newton (NEW) rebrand.
# --------------------------------------------------
Date,open,high,low,close,Volume_AB,Volume_USD
2019-07-09,0.003208,0.003702,0.003126,0.003491,5825395871.04,20336270.57
2019-07-10,0.003491,0.003668,0.002896,0.003176,3666152931.83,11642044.61
2019-07-11,0.003176,0.003366,0.00275,0.002918,971872455.25,2835923.82
2019-07-12,0.002918,0.003186,0.002899,0.003025,1361578757.55,4118827.48
2019-07-13,0.003025,0.003016,0.002805,0.002846,648048145.51,1844536.84
2019-07-14,0.002846,0.002901,0.002515,0.002546,834558233.64,2124785.26
2019-07-15,0.002546,0.002565,0.002197,0.002458,1245972798.81,3062046.18
2019-07-16,0.002458,0.00253,0.001913,0.001966,1691874024.69,3326224.33
2019-07-17,0.001966,0.002172,0.001901,0.002015,1079804613.66,2175820.33
2019-07-18,0.002015,0.002253,0.001954,0.002141,1414269110.03,3028337.67
2019-07-19,0.002141,0.002327,0.002054,0.002268,1534511516.78,3479544.76
2019-07-20,0.002268,0.002455,0.002202,0.002388,1165187124.99,2782916.62
2019-07-21,0.002388,0.002395,0.002279,0.002332,885472122.76,2064980.14
2019-07-22,0.002332,0.00237,0.002172,0.00224,463270804.65,1037661.65
2019-07-23,0.00224,0.002378,0.002138,0.002197,273423348.66,600716.81
2019-07-24,0.002197,0.002207,0.002089,0.002163,484557473.61,1047993.01
2019-07-25,0.002163,0.002306,0.002157,0.002299,404661487.26,930436.94
2019-07-26,0.002299,0.002307,0.002222,0.002263,147250371.25,333266.02
2019-07-27,0.002263,0.002303,0.002036,0.002078,216662496.33,450297.47
2019-07-28,0.002078,0.002148,0.002034,0.002096,77560317.01,162558.82
2019-07-29,0.002096,0.002197,0.002008,0.002151,458144829.37,985623.69
2019-07-30,0.002151,0.00221,0.002123,0.002181,374115371.48,816012.59
2019-07-31,0.002181,0.002272,0.002152,0.002216,520500220.71,1153539.88
2019-08-01,0.002216,0.002305,0.002174,0.002276,582416354.66,1325312.88
2019-08-02,0.002276,0.002295,0.002202,0.00221,553030545.17,1222197.5
2019-08-03,0.00221,0.002279,0.002195,0.002212,283139012.56,626362.95
2019-08-04,0.002212,0.002285,0.002194,0.002212,344758363.04,762748.92
2019-08-05,0.002212,0.002369,0.002195,0.002277,461153497.98,1050046.51
2019-08-06,0.002277,0.002553,0.002258,0.00241,550213152.97,1325767.97
2019-08-07,0.00241,0.002723,0.002386,0.002597,638874169.13,1659156.22
2019-08-08,0.002597,0.002913,0.002593,0.0029,681369298.55,1975900.78
2019-08-09,0.0029,0.002912,0.00254,0.002621,2524615100.05,6616051.77
2019-08-10,0.002621,0.002682,0.002397,0.002416,867729164.91,2096490.59
2019-08-11,0.002416,0.002561,0.002414,0.002522,978860780.34,2468686.89
2019-08-12,0.002522,0.00261,0.002481,0.002508,756228433.85,1896431.25
2019-08-13,0.002508,0.002571,0.00246,0.002504,902121326.05,2258911.8
2019-08-14,0.002504,0.002547,0.002302,0.002462,456565542.97,1124064.37
2019-08-15,0.002462,0.002603,0.002336,0.002594,581817206.73,1508995.87
2019-08-16,0.002594,0.002643,0.002425,0.002514,516833943.26,1299329.84
2019-08-17,0.002514,0.002637,0.002495,0.002605,450585897.8,1173866.38
2019-08-18,0.002605,0.002704,0.002559,0.002679,420073687.21,1125523.59
2019-08-19,0.002679,0.002741,0.00256,0.002608,397092232.81,1035698.34
2019-08-20,0.002608,0.0028,0.002575,0.002779,586146006.89,1628768.46
2019-08-21,0.002779,0.002792,0.002505,0.002572,488700023.87,1256725.83
2019-08-22,0.002572,0.002785,0.002528,0.002747,589206461.05,1618399.31
2019-08-23,0.002747,0.002931,0.002696,0.002851,247826889.1,706477.63
2019-08-24,0.002851,0.003133,0.002725,0.003062,135298140.16,414304.42
2019-08-25,0.003062,0.003232,0.002922,0.002924,182572213.44,533826.73
2019-08-26,0.002924,0.003066,0.002827,0.002891,92385185.91,267085.57
2019-08-27,0.002891,0.003466,0.002603,0.003253,197763555.59,643374.29
2019-08-28,0.003253,0.003503,0.003154,0.003203,212541690.48,680813.54
2019-08-29,0.003203,0.00328,0.002855,0.00323,137432706.58,443860.92
2019-08-30,0.00323,0.003231,0.002857,0.003011,270145656.97,813411.27
2019-08-31,0.003011,0.003063,0.002728,0.002802,90695642.04,254092.19
2019-09-01,0.002802,0.002959,0.002758,0.002817,54822404.32,154458.12
2019-09-02,0.002817,0.00293,0.002732,0.002867,142971685.34,409860.08
2019-09-03,0.002867,0.003102,0.002835,0.003054,88238397.91,269488.54
2019-09-04,0.003054,0.003086,0.002956,0.003035,67665092.53,205367.48
2019-09-05,0.003035,0.003059,0.002657,0.002797,374691886.11,1047856.58
2019-09-06,0.002797,0.002916,0.002688,0.002694,86460755.97,232957.96
2019-09-07,0.002694,0.002756,0.002582,0.002712,88776527.38,240771.89
2019-09-08,0.002712,0.002768,0.002643,0.002703,53625392.98,144954.0
2019-09-09,0.002703,0.002816,0.002515,0.00275,108888208.69,299495.93
2019-09-10,0.00275,0.002899,0.002658,0.002743,69248905.45,189963.94
2019-09-11,0.002743,0.002979,0.002732,0.002948,66865018.77,197105.84
2019-09-12,0.002948,0.003244,0.002902,0.003165,113011030.55,357715.85
2019-09-13,0.003165,0.003556,0.003162,0.003271,139890379.17,457515.4
2019-09-14,0.003271,0.003691,0.00321,0.003535,139929526.0,494590.98
2019-09-15,0.003535,0.00374,0.003499,0.003511,150204509.76,527366.23
2019-09-16,0.003511,0.003588,0.003222,0.003411,115944276.06,395509.46
2019-09-17,0.003411,0.003657,0.00339,0.003463,114310021.46,395845.55
2019-09-18,0.003463,0.003592,0.003264,0.003295,94867942.17,312617.57
2019-09-19,0.003295,0.003509,0.003204,0.003437,70043167.74,240758.05
2019-09-20,0.003437,0.003507,0.003319,0.003385,58071774.87,196558.79
2019-09-21,0.003385,0.003448,0.003228,0.003345,30427595.66,101780.46
2019-09-22,0.003345,0.003362,0.003097,0.003225,38779259.76,125080.1
2019-09-23,0.003225,0.003303,0.003083,0.003095,68116379.12,210826.46
2019-09-24,0.003095,0.003231,0.002517,0.002698,75141980.03,202738.32
2019-09-25,0.002698,0.002991,0.002662,0.002858,77030964.89,220119.6
2019-09-26,0.002858,0.003114,0.002764,0.002935,79010185.74,231863.29
2019-09-27,0.002935,0.003102,0.002801,0.003049,56911413.5,173531.32
2019-09-28,0.003049,0.003255,0.003022,0.003251,65363614.55,212479.01
2019-09-29,0.003251,0.003367,0.003114,0.003327,93709277.15,311794.75
2019-09-30,0.003327,0.003375,0.003093,0.003215,62465289.38,200825.59
2019-10-01,0.003215,0.003367,0.003205,0.003263,29732073.11,97022.74
2019-10-02,0.003263,0.003307,0.003115,0.003197,35526303.89,113574.22
2019-10-03,0.003197,0.00326,0.003172,0.003221,21461282.97,69127.33
2019-10-04,0.003221,0.003253,0.003173,0.003244,22315268.23,72398.54
2019-10-05,0.003244,0.003303,0.0032,0.003271,26990665.68,88281.99
2019-10-06,0.003271,0.003264,0.003131,0.003172,36859346.26,116909.74
2019-10-07,0.003172,0.003392,0.003154,0.003373,30497924.88,102882.92
2019-10-08,0.003373,0.00351,0.003347,0.003438,91543839.71,314753.72
2019-10-09,0.003438,0.003561,0.003398,0.003458,85383174.77,295284.39
2019-10-10,0.003458,0.003461,0.00333,0.003381,42664554.91,144253.68
2019-10-11,0.003381,0.003413,0.003298,0.003334,38218690.39,127420.04
2019-10-12,0.003334,0.003415,0.003328,0.003369,30696052.97,103428.02
2019-10-13,0.003369,0.003377,0.003307,0.003328,28086701.6,93462.49
2019-10-14,0.003328,0.003406,0.003285,0.003363,35180648.45,118302.39
2019-10-15,0.003363,0.00346,0.003336,0.003426,48936633.04,167669.04
2019-10-16,0.003426,0.003527,0.003337,0.003432,47429904.85,162792.05
2019-10-17,0.003432,0.003538,0.003363,0.003518,56947189.66,200339.19
2019-10-18,0.003518,0.003526,0.003318,0.003402,35043921.13,119216.79
2019-10-19,0.003402,0.003438,0.003315,0.003438,34574712.6,118850.64
2019-10-20,0.003438,0.003636,0.003428,0.003632,93954651.37,341239.54
2019-10-21,0.003632,0.003955,0.00361,0.003944,389528075.93,1536186.55
2019-10-22,0.003944,0.004015,0.003746,0.003832,202829912.52,777298.58
2019-10-23,0.003832,0.003859,0.003555,0.003776,118305146.59,446725.44
2019-10-24,0.003776,0.003799,0.003643,0.003687,54060459.16,199339.56
2019-10-25,0.003687,0.004116,0.003609,0.003763,141938391.03,534113.03
2019-10-26,0.003763,0.004118,0.0037,0.003905,114246307.64,446180.96
2019-10-27,0.003905,0.003935,0.003632,0.00368,102077847.55,375647.19
2019-10-28,0.00368,0.003906,0.003667,0.003803,144012983.49,547622.33
2019-10-29,0.003803,0.003818,0.00363,0.003656,73162860.34,267478.66
2019-10-30,0.003656,0.003705,0.003484,0.003509,68185795.94,239262.59
2019-10-31,0.003509,0.003779,0.003485,0.003664,92991435.06,340683.05
2019-11-01,0.003664,0.003751,0.003586,0.003714,58291332.18,216500.36
2019-11-02,0.003714,0.003726,0.003536,0.003601,64150875.83,230992.55
2019-11-03,0.003601,0.003639,0.003549,0.003575,52326364.58,187050.64
2019-11-04,0.003575,0.003862,0.003521,0.003592,109605912.23,393676.27
2019-11-05,0.003592,0.003647,0.003567,0.003589,65239161.64,234154.05
2019-11-06,0.003589,0.00365,0.003569,0.003589,38641661.71,138668.89
2019-11-07,0.003589,0.003694,0.003563,0.003594,48546841.5,174457.44
2019-11-08,0.003594,0.003652,0.003346,0.00343,54370310.01,186513.38
2019-11-09,0.00343,0.003589,0.003427,0.003561,25794320.1,91856.36
2019-11-10,0.003561,0.003632,0.003541,0.003605,28889947.23,104141.96
2019-11-11,0.003605,0.003627,0.003446,0.003488,71890198.31,250787.88
2019-11-12,0.003488,0.003604,0.003488,0.003538,72713780.36,257227.47
2019-11-13,0.003538,0.003784,0.003505,0.003672,91900375.59,337427.67
2019-11-14,0.003672,0.003678,0.003557,0.003631,36455881.26,132357.71
2019-11-15,0.003631,0.003698,0.003567,0.003608,49138716.92,177302.42
2019-11-16,0.003608,0.003623,0.003581,0.003593,24826971.82,89197.0
2019-11-17,0.003593,0.003627,0.003584,0.003613,41958567.52,151612.92
2019-11-18,0.003613,0.003684,0.003565,0.003577,95471265.86,341459.95
2019-11-19,0.003577,0.003642,0.003564,0.003579,62659334.88,224239.21
2019-11-20,0.003579,0.003596,0.003436,0.003456,58689692.99,202851.42
2019-11-21,0.003456,0.003478,0.0029,0.003039,91611148.67,278414.53
2019-11-22,0.003039,0.003159,0.002716,0.002886,86205452.71,248819.97
2019-11-23,0.002886,0.002937,0.002772,0.002875,45751497.04,131542.33
2019-11-24,0.002875,0.002887,0.002679,0.00274,55378596.39,151723.18
2019-11-25,0.00274,0.002734,0.002213,0.002573,114782744.26,295375.95
2019-11-26,0.002573,0.002608,0.002376,0.002436,48442630.92,117991.91
2019-11-27,0.002436,0.002609,0.002431,0.00251,79560995.78,199698.1
2019-11-28,0.00251,0.002664,0.002451,0.002523,57721224.76,145633.65
2019-11-29,0.002523,0.002741,0.002457,0.002607,70422654.94,183577.57
2019-11-30,0.002607,0.002662,0.002493,0.002546,45228442.83,115161.02
2019-12-01,0.002546,0.002557,0.002447,0.002503,38038856.05,95226.55
2019-12-02,0.002503,0.00252,0.002447,0.002473,34535252.29,85412.31
2019-12-03,0.002473,0.002477,0.002315,0.002345,39744209.67,93199.62
2019-12-04,0.002345,0.002344,0.002047,0.002245,73715871.1,165504.66
2019-12-05,0.002245,0.002307,0.002141,0.002274,51316414.77,116683.32
2019-12-06,0.002274,0.002661,0.002211,0.002583,106479332.92,275067.21
2019-12-07,0.002583,0.002665,0.002477,0.002549,124700957.56,317827.45
2019-12-08,0.002549,0.002619,0.002422,0.002532,89175455.61,225801.35
2019-12-09,0.002532,0.002628,0.002436,0.002497,58177657.5,145296.95
2019-12-10,0.002497,0.002555,0.002478,0.002503,69337241.53,173550.84
2019-12-11,0.002503,0.002518,0.00242,0.002442,50729892.93,123897.87
2019-12-12,0.002442,0.00246,0.002189,0.002268,71666708.64,162506.13
2019-12-13,0.002268,0.002375,0.002226,0.00228,55121791.18,125682.31
2019-12-14,0.00228,0.002369,0.00228,0.002291,73612860.18,168679.38
2019-12-15,0.002291,0.002292,0.002239,0.002288,41681463.17,95352.35
2019-12-16,0.002288,0.002282,0.002106,0.002119,76974721.12,163135.53
2019-12-17,0.002119,0.002211,0.001799,0.00194,168777572.91,327369.42
2019-12-18,0.00194,0.00207,0.001864,0.00202,178162193.91,359896.54
2019-12-19,0.00202,0.002063,0.001881,0.00191,61858315.18,118131.57
2019-12-20,0.00191,0.001933,0.001809,0.001854,46225882.79,85720.72
2019-12-21,0.001854,0.001875,0.001814,0.001833,50980937.23,93424.81
2019-12-22,0.001833,0.001855,0.001797,0.001842,51470380.06,94807.72
2019-12-23,0.001842,0.001902,0.001805,0.001817,71913984.94,130640.81
2019-12-24,0.001817,0.001823,0.001504,0.001589,112665775.14,178997.98
2019-12-25,0.001589,0.001683,0.001486,0.001496,189741097.01,283946.6
2019-12-26,0.001496,0.00156,0.001472,0.001478,77774352.01,114983.31
2019-12-27,0.001478,0.001523,0.001449,0.001473,72035819.37,106104.44
2019-12-28,0.001473,0.001503,0.001454,0.001473,65180173.38,96036.92
2019-12-29,0.001473,0.001516,0.001462,0.001491,52698855.62,78570.83
2019-12-30,0.001491,0.001489,0.001459,0.001475,63512542.63,93711.11
2019-12-31,0.001475,0.001622,0.001465,0.001555,141243970.64,219649.06
2020-01-01,0.001555,0.001628,0.001489,0.001611,80101173.77,129025.69
2020-01-02,0.001611,0.001785,0.001582,0.001677,187023640.71,313641.64
2020-01-03,0.001677,0.001794,0.001621,0.001723,183932960.29,316997.42
2020-01-04,0.001723,0.002003,0.001704,0.001947,127038260.12,247329.01
2020-01-05,0.001947,0.001991,0.001707,0.001766,210702834.71,372000.91
2020-01-06,0.001766,0.002418,0.001663,0.002298,805662807.32,1851079.59
2020-01-07,0.002298,0.002355,0.002068,0.002095,298624517.09,625646.14
2020-01-08,0.002095,0.002104,0.001915,0.001933,236062428.86,456308.67
2020-01-09,0.001933,0.002168,0.001931,0.002067,209758278.67,433570.36
2020-01-10,0.002067,0.002067,0.00192,0.001935,104749408.73,202690.11
2020-01-11,0.001935,0.001998,0.001918,0.001974,71368875.42,140882.16
2020-01-12,0.001974,0.001999,0.001932,0.001973,63030873.13,124385.62
2020-01-13,0.001973,0.002,0.001925,0.001974,118797749.33,234503.43
2020-01-14,0.001974,0.001983,0.001635,0.001787,357989370.6,639720.7
2020-01-15,0.001787,0.00187,0.0017,0.001765,320637944.17,565774.05
2020-01-16,0.001765,0.001817,0.00138,0.001507,569864928.7,858926.63
2020-01-17,0.001507,0.001537,0.001478,0.001505,170251421.08,256199.99
2020-01-18,0.001505,0.001527,0.001373,0.001388,197783946.33,274474.65
2020-01-19,0.001388,0.001394,0.001039,0.001087,601905079.95,654074.54
2020-01-20,0.001087,0.001117,0.001044,0.001093,391432585.65,427664.68
2020-01-21,0.001093,0.001137,0.001034,0.001134,226992724.25,257332.53
2020-01-22,0.001134,0.001185,0.00111,0.001122,346286679.69,388646.61
2020-01-23,0.001122,0.001149,0.00106,0.001088,176162253.11,191648.85
2020-01-24,0.001088,0.001163,0.00105,0.001155,129939313.65,150079.91
2020-01-25,0.001155,0.001169,0.00109,0.001135,131985582.77,149838.74
2020-01-26,0.001135,0.001181,0.001112,0.001165,130078460.26,151562.74
2020-01-27,0.001165,0.00128,0.001149,0.001245,245301447.26,305278.83
2020-01-28,0.001245,0.001299,0.001208,0.001249,326567678.96,407964.02
2020-01-29,0.001249,0.001251,0.001209,0.001234,178758092.28,220499.25
2020-01-30,0.001234,0.001236,0.001155,0.001211,266665294.39,322875.14
2020-01-31,0.001211,0.001308,0.001186,0.001242,654159358.38,812632.21
2020-02-01,0.001242,0.001299,0.001233,0.001299,359121532.8,466605.89
2020-02-02,0.001299,0.00138,0.001282,0.001329,590636127.09,784955.41
2020-02-03,0.001329,0.001344,0.001277,0.001289,381229304.75,491404.57
2020-02-04,0.001289,0.001329,0.001249,0.001284,431504914.47,553984.78
2020-02-05,0.001284,0.00131,0.0008827,0.001042,1263273532.93,1315936.12
2020-02-06,0.001042,0.001139,0.0009854,0.001086,1919985765.61,2085602.2
2020-02-07,0.001086,0.001284,0.001029,0.001251,1732660305.31,2166898.42
2020-02-08,0.001251,0.001588,0.001252,0.001564,2670790774.42,4176281.35
2020-02-09,0.001564,0.001567,0.001359,0.001474,1705777900.07,2515015.99
2020-02-10,0.001474,0.001503,0.001332,0.001374,1039151106.61,1427907.93
2020-02-11,0.001374,0.001377,0.001219,0.001336,1016816270.44,1358462.47
2020-02-12,0.001336,0.00151,0.001322,0.001429,1304474345.42,1864652.15
2020-02-13,0.001429,0.001468,0.001299,0.001352,946032334.79,1279085.76
2020-02-14,0.001352,0.001478,0.00132,0.001434,813958643.09,1167216.69
2020-02-15,0.001434,0.00155,0.00138,0.001404,1443870425.0,2027194.08
2020-02-16,0.001404,0.001595,0.001388,0.001458,2420060939.71,3529554.82
2020-02-17,0.001458,0.001489,0.001262,0.001337,1271972232.43,1701054.26
2020-02-18,0.001337,0.001403,0.001293,0.001377,852591561.3,1173803.73
2020-02-19,0.001377,0.001395,0.001218,0.001218,527497545.8,642492.01
2020-02-20,0.001218,0.001257,0.001065,0.001146,767874455.72,880095.47
2020-02-21,0.001146,0.001265,0.001128,0.001225,477963931.24,585612.88
2020-02-22,0.001225,0.001228,0.001143,0.001172,338065359.88,396327.54
2020-02-23,0.001172,0.001227,0.001163,0.001223,413491838.15,505883.28
2020-02-24,0.001223,0.001224,0.001119,0.001191,540559804.48,643909.43
2020-02-25,0.001191,0.001194,0.001082,0.001107,363083813.4,401972.27
2020-02-26,0.001107,0.001109,0.0008697,0.0009248,750738369.93,694317.38
2020-02-27,0.0009248,0.001035,0.0008539,0.000971,674069977.85,654501.73
2020-02-28,0.000971,0.001011,0.0009157,0.0009679,453786033.64,439217.23
2020-02-29,0.0009679,0.000994,0.0009228,0.0009248,325436085.02,300978.26
2020-03-01,0.0009248,0.0009699,0.0008726,0.0009037,330509570.66,298682.49
2020-03-02,0.0009037,0.000987,0.0008898,0.0009589,360956596.42,346126.33
2020-03-03,0.0009589,0.0009649,0.0009078,0.0009178,251791784.05,231102.56
2020-03-04,0.0009178,0.0009609,0.0009187,0.0009408,236875494.0,222855.78
2020-03-05,0.0009408,0.00112,0.0009389,0.001041,932203753.13,970496.82
2020-03-06,0.001041,0.001124,0.001002,0.001068,583581586.28,623342.17
2020-03-07,0.001068,0.001109,0.000994,0.00101,452211292.51,456744.26
2020-03-08,0.00101,0.001014,0.0008223,0.0008353,553454579.97,462316.11
2020-03-09,0.0008353,0.0008726,0.0007613,0.0008335,555006923.13,462594.39
2020-03-10,0.0008335,0.0008505,0.0007944,0.0008195,361325731.83,296088.73
2020-03-11,0.0008195,0.0008307,0.0007725,0.0008106,234611820.0,190180.56
2020-03-12,0.0008106,0.0008288,0.0003087,0.0003461,1127405649.73,390199.6
2020-03-13,0.0003461,0.0004511,0.0002366,0.0004169,939332240.99,391605.73
2020-03-14,0.0004169,0.0004221,0.0003789,0.0003839,649225980.94,249244.35
2020-03-15,0.0003839,0.0004094,0.0003764,0.0003954,325155008.86,128564.66
2020-03-16,0.0003954,0.0003976,0.0003122,0.0003474,784668847.52,272581.4
2020-03-17,0.0003474,0.0003779,0.0003417,0.0003718,429059289.18,159545.7
2020-03-18,0.0003718,0.0003956,0.0003514,0.0003755,825017230.57,309790.67
2020-03-19,0.0003755,0.0004995,0.0003721,0.0004503,1247166732.1,561657.8
2020-03-20,0.0004503,0.0005536,0.0004324,0.0004685,1601845285.46,750413.26
2020-03-21,0.0004685,0.000494,0.0004188,0.0004359,718731012.92,313273.29
2020-03-22,0.0004359,0.0004575,0.0003874,0.0003904,730725613.47,285267.97
2020-03-23,0.0003904,0.0004237,0.0003805,0.0004106,634665241.66,260616.4
2020-03-24,0.0004106,0.0004263,0.0003932,0.0004152,554826463.28,230387.25
2020-03-25,0.0004152,0.0004188,0.0003808,0.0003988,460074673.53,183475.94
2020-03-26,0.0003988,0.0004052,0.0003831,0.0003922,272011904.34,106675.72
2020-03-27,0.0003922,0.0004088,0.0003757,0.0003808,405698370.4,154473.71
2020-03-28,0.0003808,0.0003808,0.0003507,0.0003637,408787691.18,148686.71
2020-03-29,0.0003637,0.0003714,0.0003453,0.0003473,173729639.71,60344.47
2020-03-30,0.0003473,0.0004208,0.0003387,0.0003848,855498495.02,329168.44
2020-03-31,0.0003848,0.0003908,0.0003627,0.0003747,378488888.33,141837.95
2020-04-01,0.0003747,0.0003771,0.0003621,0.0003741,224231963.03,83889.44
2020-04-02,0.0003741,0.0003904,0.0003704,0.0003834,378224106.15,145004.69
2020-04-03,0.0003834,0.0004294,0.0003784,0.0004024,793993097.17,319504.41
2020-04-04,0.0004024,0.0004499,0.0004008,0.0004329,759355288.21,328697.57
2020-04-05,0.0004329,0.0004695,0.0004064,0.0004184,623808282.96,261012.61
2020-04-06,0.0004184,0.0004579,0.0004168,0.0004559,547497843.97,249609.74
2020-04-07,0.0004559,0.0005195,0.0004374,0.0004735,1200404686.25,568359.21
2020-04-08,0.0004735,0.0004935,0.0004665,0.0004755,561180323.38,266827.21
2020-04-09,0.0004755,0.0004795,0.0004565,0.0004705,275157316.48,129453.26
2020-04-10,0.0004705,0.0004709,0.0003958,0.0004058,547979732.61,222375.66
2020-04-11,0.0004058,0.0004168,0.0004028,0.0004068,246367793.42,100225.37
2020-04-12,0.0004068,0.0004198,0.0004008,0.0004108,205855402.58,84569.52
2020-04-13,0.0004108,0.0004108,0.0003918,0.0004028,229195868.36,92321.01
2020-04-14,0.0004028,0.0004164,0.0003954,0.0004064,161309790.69,65557.27
2020-04-15,0.0004064,0.0004194,0.0004034,0.0004054,208659471.93,84591.59
2020-04-16,0.0004054,0.0004269,0.0003948,0.0004238,268252498.55,113697.75
2020-04-17,0.0004238,0.0004519,0.0004118,0.0004429,279624884.71,123841.39
2020-04-18,0.0004429,0.0004689,0.0004339,0.0004499,217059697.56,97654.72
2020-04-19,0.0004499,0.0004529,0.0004198,0.0004319,258716774.27,111729.94
2020-04-20,0.0004319,0.0004665,0.0004284,0.0004324,355996576.48,153944.31
2020-04-21,0.0004324,0.0004439,0.0004238,0.0004319,211468077.76,91325.03
2020-04-22,0.0004319,0.0004454,0.0004264,0.0004354,159912325.37,69631.42
2020-04-23,0.0004354,0.0004484,0.0004254,0.0004374,258571333.03,113108.67
2020-04-24,0.0004374,0.0004535,0.0004354,0.0004434,190283783.12,84380.01
2020-04-25,0.0004434,0.0004605,0.0004404,0.0004464,198534417.38,88634.9
2020-04-26,0.0004464,0.0004885,0.0004454,0.0004755,368711852.24,175313.27
2020-04-27,0.0004755,0.0004845,0.0004504,0.0004665,367731793.15,171534.38
2020-04-28,0.0004665,0.0004775,0.0004525,0.0004695,201546096.25,94619.64
2020-04-29,0.0004695,0.0005095,0.0004695,0.0005045,522785555.34,263747.4
2020-04-30,0.0005045,0.0005506,0.0004795,0.0005115,1278308890.83,653869.06
2020-05-01,0.0005115,0.000555,0.00051,0.000548,711921649.88,390133.06
2020-05-02,0.000548,0.0005576,0.0005105,0.0005175,472252594.92,244398.75
2020-05-03,0.0005175,0.0005556,0.0005015,0.0005235,603907449.85,316159.44
2020-05-04,0.0005235,0.0005315,0.0004905,0.0005095,405406511.31,206558.27
2020-05-05,0.0005095,0.0005265,0.0004945,0.0005085,216007158.92,109841.37
2020-05-06,0.0005085,0.0005255,0.0004995,0.0005005,169224714.41,84696.97
2020-05-07,0.0005005,0.0005185,0.0004855,0.0004995,265562290.19,132648.1
2020-05-08,0.0004995,0.0005365,0.0004945,0.0005345,349495855.34,186817.42
2020-05-09,0.0005345,0.0006,0.000519,0.000542,1159101986.21,628233.28
2020-05-10,0.000542,0.000542,0.000465,0.000483,600651976.55,290114.9
2020-05-11,0.000483,0.0005,0.000446,0.000454,315012641.34,143015.74
2020-05-12,0.000454,0.0004845,0.0004494,0.0004825,154146066.47,74372.7
2020-05-13,0.0004825,0.000513,0.0004785,0.0005085,409487852.73,208227.85
2020-05-14,0.0005085,0.0005428,0.0005055,0.000515,837077094.33,431094.7
2020-05-15,0.000515,0.0005156,0.0004845,0.0005001,444548129.35,222340.59
2020-05-16,0.0005001,0.0005116,0.0004891,0.0004959,310602169.0,154012.46
