# Dataset Report: Dragonchain (DRGN)
# Coin Name: Dragonchain
# Symbol: DRGN
# Approx Row Count: 2996
# Date Range: 2017-12-03 to 2026-02-14
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_DRGN, Volume_USD
# Note: Launched 2017. Originally developed at Disney. Hybrid enterprise blockchain.
# --------------------------------------------------
Date,open,high,low,close,Volume_DRGN,Volume_USD
2019-12-23,0.02887,0.02869,0.02691,0.02713,77008.19,2089.35
2019-12-24,0.02713,0.02836,0.02709,0.02724,15810.13,430.71
2019-12-25,0.02724,0.02773,0.02662,0.02732,16002.58,437.22
2019-12-26,0.02732,0.02829,0.02591,0.02606,36751.69,957.89
2019-12-27,0.02606,0.02815,0.02607,0.02755,61199.77,1686.16
2019-12-28,0.02755,0.03063,0.02731,0.0279,237004.33,6612.06
2019-12-29,0.0279,0.02994,0.02835,0.02862,129742.41,3713.07
2019-12-30,0.02862,0.02861,0.02481,0.0272,304401.32,8280.29
2019-12-31,0.0272,0.02692,0.02549,0.02641,54322.53,1434.86
2020-01-01,0.02641,0.02867,0.02605,0.02737,288960.06,7909.92
2020-01-02,0.02737,0.02859,0.02666,0.02755,152195.27,4192.55
2020-01-03,0.02755,0.03021,0.02908,0.02979,19534.05,581.92
2020-01-04,0.02979,0.03022,0.0291,0.03008,48065.69,1445.65
2020-01-05,0.03008,0.03074,0.02885,0.0298,116684.27,3476.82
2020-01-06,0.0298,0.03464,0.0306,0.03445,91444.98,3150.65
2020-01-07,0.03445,0.04593,0.03418,0.04559,523235.1,23853.51
2020-01-08,0.04559,0.04479,0.0336,0.03709,287497.98,10663.89
2020-01-09,0.03709,0.03842,0.0351,0.0358,121108.59,4335.55
2020-01-10,0.0358,0.03903,0.03699,0.03842,44096.94,1694.3
2020-01-11,0.03842,0.04566,0.03784,0.04068,84237.19,3426.85
2020-01-12,0.04068,0.04688,0.04171,0.04467,36229.95,1618.34
2020-01-13,0.04467,0.04442,0.04049,0.04123,76140.2,3139.07
2020-01-14,0.04123,0.05324,0.0438,0.05273,263977.31,13918.7
2020-01-15,0.05273,0.05425,0.04769,0.05098,162765.53,8297.73
2020-01-16,0.05098,0.05095,0.0456,0.04626,52470.05,2427.11
2020-01-17,0.04626,0.04787,0.04498,0.04512,198798.96,8969.19
2020-01-18,0.04512,0.04625,0.04235,0.04263,80586.47,3435.4
2020-01-19,0.04263,0.04456,0.0394,0.04305,206631.13,8896.26
2020-01-20,0.04305,0.04381,0.04086,0.04109,42156.71,1732.31
2020-01-21,0.04109,0.04303,0.03841,0.0409,150525.72,6156.57
2020-01-22,0.0409,0.04386,0.03691,0.03876,247797.71,9604.51
2020-01-23,0.03876,0.03867,0.03537,0.0363,85688.99,3110.43
2020-01-24,0.0363,0.03718,0.03538,0.03611,75848.57,2739.09
2020-01-25,0.03611,0.03706,0.03499,0.036,45196.38,1627.11
2020-01-26,0.036,0.03765,0.03492,0.03566,100715.34,3591.23
2020-01-27,0.03566,0.03771,0.03552,0.03635,30394.88,1104.92
2020-01-28,0.03635,0.0444,0.03701,0.03969,154143.4,6117.64
2020-01-29,0.03969,0.04377,0.03785,0.04111,127325.45,5234.86
2020-01-30,0.04111,0.04427,0.03959,0.04125,78887.3,3253.9
2020-01-31,0.04125,0.04237,0.03797,0.04201,102643.93,4312.06
2020-02-01,0.04201,0.04498,0.04009,0.04259,151704.46,6461.21
2020-02-02,0.04259,0.04369,0.03977,0.04099,49337.11,2022.51
2020-02-03,0.04099,0.04146,0.03839,0.03879,126921.25,4923.15
2020-02-04,0.03879,0.04117,0.0385,0.04048,60871.59,2463.89
2020-02-05,0.04048,0.04446,0.03894,0.04046,122570.79,4959.73
2020-02-06,0.04046,0.04345,0.03994,0.04138,95596.87,3956.17
2020-02-07,0.04138,0.04374,0.04052,0.04115,40443.96,1664.15
2020-02-08,0.04115,0.04879,0.03946,0.04227,89267.58,3773.7
2020-02-09,0.04227,0.04417,0.0414,0.04243,123469.97,5238.6
2020-02-10,0.04243,0.04268,0.04025,0.04114,91072.65,3746.86
2020-02-11,0.04114,0.04551,0.04152,0.04328,84226.22,3645.28
2020-02-12,0.04328,0.04862,0.04399,0.0458,118681.06,5435.71
2020-02-13,0.0458,0.05288,0.04337,0.04592,83749.1,3846.07
2020-02-14,0.04592,0.05576,0.0467,0.04758,60376.06,2872.94
2020-02-15,0.04758,0.04786,0.04253,0.0464,58677.21,2722.72
2020-02-16,0.0464,0.05015,0.04439,0.04657,96808.73,4508.16
2020-02-17,0.04657,0.05329,0.04729,0.05058,112628.16,5697.27
2020-02-18,0.05058,0.05619,0.04945,0.04948,96292.81,4764.83
2020-02-19,0.04948,0.05231,0.04525,0.04898,123502.58,6048.62
2020-02-20,0.04898,0.05638,0.04737,0.05381,61126.14,3289.06
2020-02-21,0.05381,0.06204,0.05288,0.05787,156774.38,9073.2
2020-02-22,0.05787,0.06372,0.05543,0.05889,126576.48,7453.91
2020-02-23,0.05889,0.09405,0.06188,0.07117,310122.54,22071.5
2020-02-24,0.07117,0.07188,0.06202,0.06912,227006.4,15690.45
2020-02-25,0.06912,0.06857,0.05828,0.06033,157467.86,9499.67
2020-02-26,0.06033,0.0622,0.05079,0.0562,135090.06,7592.19
2020-02-27,0.0562,0.06916,0.05587,0.06663,188944.45,12589.84
2020-02-28,0.06663,0.07562,0.06308,0.06918,105069.28,7268.51
2020-02-29,0.06918,0.0684,0.06328,0.06535,71847.09,4695.03
2020-03-01,0.06535,0.0661,0.06063,0.06303,37963.83,2392.84
2020-03-02,0.06303,0.07473,0.0645,0.0645,131535.25,8483.74
2020-03-03,0.0645,0.0674,0.04704,0.05744,409104.01,23499.65
2020-03-04,0.05744,0.06057,0.05448,0.0563,276202.7,15551.54
2020-03-05,0.0563,0.06129,0.05649,0.05898,51913.21,3061.93
2020-03-06,0.05898,0.06348,0.05286,0.05677,117885.07,6692.4
2020-03-07,0.05677,0.06054,0.05283,0.05821,102751.95,5981.04
2020-03-08,0.05821,0.04992,0.04507,0.04772,182713.63,8719.74
2020-03-09,0.04772,0.04933,0.04074,0.04405,272019.79,11981.94
2020-03-10,0.04405,0.04524,0.04127,0.04173,38611.66,1611.22
2020-03-11,0.04173,0.0446,0.0385,0.03977,87931.82,3497.13
2020-03-12,0.03977,0.02333,0.02058,0.02089,191523.08,4001.13
2020-03-13,0.02089,0.03371,0.0254,0.02609,244215.82,6370.55
2020-03-14,0.02609,0.02685,0.02251,0.02506,79577.21,1993.84
2020-03-15,0.02506,0.02681,0.02285,0.02534,196480.74,4978.04
2020-03-16,0.02534,0.02555,0.02181,0.02239,79389.39,1777.25
2020-03-17,0.02239,0.02685,0.02278,0.0264,133352.03,3520.51
2020-03-18,0.0264,0.02693,0.02326,0.02567,137322.45,3524.98
2020-03-19,0.02567,0.03073,0.02744,0.02817,179250.92,5050.19
2020-03-20,0.02817,0.02829,0.0264,0.02727,65070.2,1774.27
2020-03-21,0.02727,0.02733,0.02547,0.02625,56424.57,1481.26
2020-03-22,0.02625,0.02515,0.02347,0.02412,98162.87,2367.76
2020-03-23,0.02412,0.02735,0.02331,0.02472,311717.16,7706.46
2020-03-24,0.02472,0.02972,0.02482,0.02564,145390.9,3728.48
2020-03-25,0.02564,0.02679,0.02392,0.02603,156984.64,4086.23
2020-03-26,0.02603,0.02696,0.0246,0.02504,162466.65,4068.55
2020-03-27,0.02504,0.0263,0.02236,0.02361,225047.66,5312.49
2020-03-28,0.02361,0.02586,0.02273,0.02323,144800.06,3364.29
2020-03-29,0.02323,0.02256,0.02117,0.02224,140850.41,3133.17
2020-03-30,0.02224,0.02367,0.0222,0.02339,119732.46,2800.83
2020-03-31,0.02339,0.02432,0.02245,0.02268,110526.24,2506.61
2020-04-01,0.02268,0.02382,0.02258,0.02326,105922.38,2464.24
2020-04-02,0.02326,0.02509,0.02281,0.02383,238359.9,5680.02
2020-04-03,0.02383,0.02406,0.0216,0.02406,159763.01,3844.0
2020-04-04,0.02406,0.02612,0.0225,0.02354,129822.45,3055.69
2020-04-05,0.02354,0.02363,0.02173,0.02255,107228.21,2417.62
2020-04-06,0.02255,0.02938,0.02437,0.02485,282407.94,7018.0
2020-04-07,0.02485,0.02584,0.02198,0.02346,275863.91,6472.88
2020-04-08,0.02346,0.02625,0.02234,0.02353,117571.36,2766.66
2020-04-09,0.02353,0.02515,0.02202,0.02379,221529.6,5269.92
2020-04-10,0.02379,0.02358,0.02114,0.02127,157034.04,3339.66
2020-04-11,0.02127,0.02437,0.02121,0.0231,288006.57,6653.63
2020-04-12,0.0231,0.02472,0.02186,0.02197,282734.17,6211.95
2020-04-13,0.02197,0.02426,0.02136,0.02136,327486.85,6994.75
2020-04-14,0.02136,0.0236,0.0216,0.02281,184258.48,4202.32
2020-04-15,0.02281,0.02219,0.02004,0.02123,266326.57,5654.34
2020-04-16,0.02123,0.02397,0.02183,0.02275,283635.81,6451.59
2020-04-17,0.02275,0.02431,0.02171,0.02235,294389.66,6578.75
2020-04-18,0.02235,0.02528,0.02331,0.02442,305472.03,7458.19
2020-04-19,0.02442,0.02393,0.02236,0.02267,226202.82,5127.73
2020-04-20,0.02267,0.02226,0.02102,0.02158,136718.72,2950.51
2020-04-21,0.02158,0.02226,0.0212,0.02194,371631.28,8153.33
2020-04-22,0.02194,0.02634,0.02279,0.0238,573338.35,13642.7
2020-04-23,0.0238,0.02587,0.02377,0.02453,305675.26,7497.7
2020-04-24,0.02453,0.0253,0.02346,0.0253,643449.73,16280.54
2020-04-25,0.0253,0.0262,0.02381,0.02496,286583.6,7153.03
2020-04-26,0.02496,0.02559,0.02454,0.02547,153284.37,3904.78
2020-04-27,0.02547,0.02584,0.02448,0.02517,222194.58,5592.23
2020-04-28,0.02517,0.0262,0.02488,0.02547,205441.7,5233.36
2020-04-29,0.02547,0.03039,0.02697,0.03037,324737.02,9862.59
2020-04-30,0.03037,0.03309,0.02847,0.02867,531750.41,15246.1
2020-05-01,0.02867,0.03048,0.0283,0.02913,423540.36,12336.06
2020-05-02,0.02913,0.03191,0.0279,0.02951,318726.69,9405.58
2020-05-03,0.02951,0.03079,0.02853,0.03016,232560.61,7015.1
2020-05-04,0.03016,0.03477,0.02972,0.03363,338901.05,11396.48
2020-05-05,0.03363,0.03674,0.03062,0.03577,477483.44,17081.53
2020-05-06,0.03577,0.04772,0.03407,0.04498,1107655.37,49818.67
2020-05-07,0.04498,0.05759,0.043,0.04729,1711765.92,80957.63
2020-05-08,0.04729,0.0594,0.04605,0.05741,867516.46,49805.82
2020-05-09,0.05741,0.059,0.04727,0.05297,689757.3,36533.83
2020-05-10,0.05297,0.04951,0.04315,0.04918,349205.82,17172.72
2020-05-11,0.04918,0.06065,0.04588,0.05976,778529.26,46525.24
2020-05-12,0.05976,0.06816,0.05589,0.06155,1081605.41,66569.12
2020-05-13,0.06155,0.07193,0.06195,0.06699,563077.11,37720.38
2020-05-14,0.06699,0.08214,0.06659,0.07895,594594.97,46942.77
2020-05-15,0.07895,0.1217,0.07486,0.1169,1342285.38,156974.53
2020-05-16,0.1169,0.124,0.09466,0.09715,899855.16,87418.31
2020-05-17,0.09715,0.1042,0.08279,0.08304,644700.43,53536.17
2020-05-18,0.08304,0.1165,0.08615,0.1025,440539.36,45170.08
2020-05-19,0.1025,0.1167,0.09897,0.1055,539399.46,56913.17
2020-05-20,0.1055,0.1132,0.09867,0.1002,189880.84,19034.67
2020-05-21,0.1002,0.1049,0.07923,0.1049,473754.24,49687.06
2020-05-22,0.1049,0.1124,0.08838,0.09817,313327.19,30758.64
2020-05-23,0.09817,0.09872,0.08063,0.09438,555198.15,52399.17
2020-05-24,0.09438,0.09512,0.08686,0.08788,156506.48,13754.29
2020-05-25,0.08788,0.102,0.07864,0.09848,523150.29,51518.93
2020-05-26,0.09848,0.1039,0.08817,0.09464,211390.85,20007.07
2020-05-27,0.09464,0.1063,0.09648,0.101,164386.45,16606.99
2020-05-28,0.101,0.1173,0.1035,0.1106,445196.16,49244.32
2020-05-29,0.1106,0.1107,0.09186,0.1059,387620.29,41036.89
2020-05-30,0.1059,0.1172,0.106,0.1089,222298.63,24208.35
2020-05-31,0.1089,0.1182,0.1018,0.1068,528570.69,56441.4
2020-06-01,0.1068,0.1468,0.1112,0.131,965087.46,126455.47
2020-06-02,0.131,0.1293,0.113,0.116,454668.39,52721.6
2020-06-03,0.116,0.1258,0.1002,0.1208,304730.92,36800.44
2020-06-04,0.1208,0.1269,0.09814,0.1187,525910.0,62441.54
2020-06-05,0.1187,0.1234,0.1101,0.1122,263123.41,29519.65
2020-06-06,0.1122,0.116,0.1053,0.1128,285082.78,32146.18
2020-06-07,0.1128,0.1172,0.1091,0.1109,152986.45,16969.36
2020-06-08,0.1109,0.1273,0.1104,0.1119,271525.93,30376.35
2020-06-09,0.1119,0.1142,0.1037,0.108,174856.36,18887.77
2020-06-10,0.108,0.1141,0.1017,0.1109,322636.59,35767.64
2020-06-11,0.1109,0.1029,0.09231,0.09395,321720.64,30225.24
2020-06-12,0.09395,0.1015,0.09502,0.09927,201391.99,19991.77
2020-06-13,0.09927,0.1076,0.09571,0.0979,159301.09,15596.26
2020-06-14,0.0979,0.09765,0.08815,0.08991,215453.34,19371.63
2020-06-15,0.08991,0.09235,0.0871,0.08814,192750.31,16989.39
2020-06-16,0.08814,0.0932,0.08955,0.09296,100272.11,9321.62
2020-06-17,0.09296,0.09273,0.08654,0.09065,147671.6,13386.74
2020-06-18,0.09065,0.0903,0.08695,0.08967,123741.51,11096.5
2020-06-19,0.08967,0.118,0.08833,0.09741,687543.18,66971.92
2020-06-20,0.09741,0.1011,0.09407,0.09854,78500.54,7735.22
2020-06-21,0.09854,0.1169,0.09448,0.0968,241552.87,23383.52
2020-06-22,0.0968,0.104,0.09773,0.09912,171720.23,17020.98
2020-06-23,0.09912,0.09991,0.09084,0.09486,265213.55,25157.29
2020-06-24,0.09486,0.09307,0.08378,0.08977,276319.76,24804.15
2020-06-25,0.08977,0.09352,0.0859,0.09148,154984.91,14177.43
2020-06-26,0.09148,0.09178,0.08036,0.08488,223473.94,18967.85
2020-06-27,0.08488,0.08682,0.07883,0.08647,114804.18,9927.03
2020-06-28,0.08647,0.1273,0.0789,0.1131,1523072.85,172194.77
2020-06-29,0.1131,0.1418,0.1105,0.1205,707105.17,85184.66
2020-06-30,0.1205,0.1262,0.1137,0.1141,350420.73,39998.24
2020-07-01,0.1141,0.1356,0.1164,0.1194,351915.69,42004.81
2020-07-02,0.1194,0.1309,0.1137,0.1204,348695.42,41983.66
2020-07-03,0.1204,0.1247,0.114,0.1212,278779.56,33781.32
2020-07-04,0.1212,0.1256,0.1147,0.116,331584.58,38479.08
2020-07-05,0.116,0.119,0.1006,0.1033,330660.98,34171.56
2020-07-06,0.1033,0.1113,0.1015,0.1019,428880.42,43703.7
2020-07-07,0.1019,0.1048,0.0966,0.09933,166318.5,16520.46
2020-07-08,0.09933,0.103,0.09183,0.0963,363833.71,35036.74
2020-07-09,0.0963,0.09698,0.09027,0.09226,126842.73,11702.09
2020-07-10,0.09226,0.09523,0.08983,0.08983,76558.98,6877.03
2020-07-11,0.08983,0.09383,0.08673,0.09092,203426.43,18494.51
2020-07-12,0.09092,0.095,0.08818,0.09281,196741.65,18260.27
2020-07-13,0.09281,0.09591,0.08733,0.08942,271625.2,24287.79
2020-07-14,0.08942,0.09401,0.08839,0.08889,126086.42,11207.91
2020-07-15,0.08889,0.09131,0.08311,0.08345,175409.67,14637.41
2020-07-16,0.08345,0.08639,0.07429,0.08387,382266.04,32059.12
2020-07-17,0.08387,0.08589,0.08238,0.08291,182488.46,15130.61
2020-07-18,0.08291,0.08726,0.07912,0.0804,242364.31,19485.57
2020-07-19,0.0804,0.08918,0.0811,0.08507,211050.8,17953.38
2020-07-20,0.08507,0.08828,0.07916,0.08067,136340.58,10998.9
2020-07-21,0.08067,0.08542,0.07344,0.07556,302920.15,22887.39
2020-07-22,0.07556,0.0891,0.0793,0.0793,246228.87,19524.96
2020-07-23,0.0793,0.09113,0.08269,0.08471,379116.72,32113.93
2020-07-24,0.08471,0.08958,0.07367,0.07915,314237.78,24873.42
2020-07-25,0.07915,0.08693,0.07691,0.07694,212272.83,16331.66
2020-07-26,0.07694,0.08494,0.07569,0.08098,264513.16,21420.86
2020-07-27,0.08098,0.08382,0.07673,0.07931,104902.86,8319.63
2020-07-28,0.07931,0.08064,0.07308,0.07654,265496.44,20321.63
2020-07-29,0.07654,0.08892,0.0754,0.0795,342674.4,27243.93
2020-07-30,0.0795,0.08599,0.07634,0.07741,163243.02,12636.52
2020-07-31,0.07741,0.08008,0.06614,0.06995,380031.13,26583.78
2020-08-01,0.06995,0.08027,0.06152,0.0678,399493.88,27084.39
2020-08-02,0.0678,0.06706,0.05765,0.06327,440309.19,27856.29
2020-08-03,0.06327,0.07147,0.05958,0.06761,491406.31,33222.07
2020-08-04,0.06761,0.08349,0.06646,0.07484,268088.87,20063.69
2020-08-05,0.07484,0.07958,0.06971,0.07264,389410.82,28287.9
2020-08-06,0.07264,0.08131,0.06811,0.07664,296081.8,22692.77
2020-08-07,0.07664,0.08301,0.07364,0.07667,267339.9,20497.79
2020-08-08,0.07667,0.08273,0.07112,0.07224,335283.32,24219.74
2020-08-09,0.07224,0.07958,0.06908,0.07427,821566.84,61018.0
2020-08-10,0.07427,0.07541,0.06614,0.07268,648335.7,47118.59
2020-08-11,0.07268,0.07382,0.06525,0.06844,132809.16,9089.0
2020-08-12,0.06844,0.07306,0.06849,0.07163,195919.4,14033.74
2020-08-13,0.07163,0.08117,0.06927,0.07229,245726.17,17762.91
2020-08-14,0.07229,0.0838,0.0717,0.0834,274258.04,22874.38
2020-08-15,0.0834,0.09289,0.07744,0.08986,434631.48,39054.79
2020-08-16,0.08986,0.09935,0.08556,0.09666,274326.83,26516.92
2020-08-17,0.09666,0.1001,0.0841,0.09013,507243.08,45719.51
2020-08-18,0.09013,0.09711,0.08393,0.0928,223312.04,20722.66
2020-08-19,0.0928,0.1007,0.07349,0.0746,495197.34,36939.62
2020-08-20,0.0746,0.08841,0.07418,0.07859,517133.51,40641.5
2020-08-21,0.07859,0.07523,0.06607,0.0696,315514.79,21960.97
2020-08-22,0.0696,0.07676,0.06921,0.07316,146883.14,10745.99
2020-08-23,0.07316,0.07349,0.06857,0.07017,404310.22,28371.79
2020-08-24,0.07017,0.07651,0.07039,0.07287,248051.44,18076.54
2020-08-25,0.07287,0.07203,0.06716,0.06846,283797.45,19430.06
2020-08-26,0.06846,0.06968,0.06489,0.06694,335694.21,22469.98
2020-08-27,0.06694,0.07039,0.06476,0.06644,527731.22,35064.26
2020-08-28,0.06644,0.06965,0.06526,0.06645,234185.64,15561.8
2020-08-29,0.06645,0.08028,0.06652,0.0739,689861.2,50977.84
2020-08-30,0.0739,0.09027,0.07856,0.08117,835659.42,67834.13
2020-08-31,0.08117,0.08213,0.0695,0.06989,543799.55,38006.2
2020-09-01,0.06989,0.07856,0.06661,0.0688,563815.0,38791.67
2020-09-02,0.0688,0.06685,0.05968,0.06549,344217.85,22543.06
2020-09-03,0.06549,0.05852,0.0519,0.05733,390192.67,22370.04
2020-09-04,0.05733,0.05939,0.05194,0.05704,216666.08,12358.09
2020-09-05,0.05704,0.05652,0.04854,0.05384,434450.83,23390.63
2020-09-06,0.05384,0.05759,0.05209,0.05544,88993.49,4934.05
2020-09-07,0.05544,0.0584,0.0533,0.05496,89099.94,4897.38
2020-09-08,0.05496,0.05544,0.0521,0.05473,90591.96,4958.5
2020-09-09,0.05473,0.06022,0.05545,0.05608,78452.62,4399.52
2020-09-10,0.05608,0.05993,0.05672,0.05709,117394.39,6702.13
2020-09-11,0.05709,0.06249,0.0543,0.05509,159212.05,8770.79
2020-09-12,0.05509,0.06811,0.05702,0.05725,299822.13,17165.14
2020-09-13,0.05725,0.06041,0.05323,0.05561,200928.53,11173.41
2020-09-14,0.05561,0.05809,0.0521,0.05677,99925.31,5673.22
2020-09-15,0.05677,0.05743,0.05193,0.05277,73559.81,3881.83
2020-09-16,0.05277,0.05682,0.05251,0.05251,189292.24,9940.55
2020-09-17,0.05251,0.05616,0.04705,0.04834,383439.29,18533.81
2020-09-18,0.04834,0.05516,0.04758,0.04997,178878.48,8938.08
2020-09-19,0.04997,0.05106,0.04886,0.05048,93904.75,4740.51
2020-09-20,0.05048,0.05158,0.04805,0.05002,46505.19,2326.14
2020-09-21,0.05002,0.05096,0.04297,0.04511,209893.08,9468.11
2020-09-22,0.04511,0.04671,0.04272,0.04582,81512.68,3734.88
2020-09-23,0.04582,0.04361,0.04188,0.04361,61109.87,2664.99
2020-09-24,0.04361,0.04759,0.04564,0.04728,134432.7,6355.84
2020-09-25,0.04728,0.05161,0.04657,0.04956,204078.7,10115.04
2020-09-26,0.04956,0.05012,0.04807,0.04853,19617.44,951.97
2020-09-27,0.04853,0.05111,0.04868,0.04979,20090.88,1000.28
2020-09-28,0.04979,0.05013,0.04744,0.0485,15302.96,742.18
2020-09-29,0.0485,0.04996,0.04852,0.04884,17263.36,843.16
2020-09-30,0.04884,0.04991,0.04646,0.04797,59120.71,2835.98
2020-10-01,0.04797,0.04756,0.04548,0.04587,21566.86,989.19
2020-10-02,0.04587,0.046,0.04236,0.04434,69798.75,3094.56
2020-10-03,0.04434,0.04634,0.0444,0.04592,23471.68,1077.87
2020-10-04,0.04592,0.04779,0.04592,0.04676,6370.77,297.92
2020-10-05,0.04676,0.04731,0.04497,0.04692,48995.03,2298.81
2020-10-06,0.04692,0.04724,0.04349,0.04571,54105.19,2473.04
2020-10-07,0.04571,0.04787,0.04469,0.04756,34220.04,1627.49
2020-10-08,0.04756,0.05026,0.04808,0.04917,60070.34,2953.54
2020-10-09,0.04917,0.05192,0.04933,0.04955,13710.82,679.37
2020-10-10,0.04955,0.05445,0.05014,0.05393,63594.14,3429.37
2020-10-11,0.05393,0.05545,0.05107,0.05313,19669.72,1045.0
2020-10-12,0.05313,0.05618,0.05347,0.05417,71316.9,3863.05
2020-10-13,0.05417,0.0611,0.05263,0.05965,61645.91,3677.33
2020-10-14,0.05965,0.06311,0.05705,0.05769,130231.54,7513.04
2020-10-15,0.05769,0.0575,0.05286,0.05599,26713.65,1495.78
2020-10-16,0.05599,0.05604,0.0518,0.05443,105698.97,5753.71
2020-10-17,0.05443,0.05697,0.05469,0.0565,15441.14,872.36
2020-10-18,0.0565,0.06108,0.05605,0.05703,36017.07,2054.09
2020-10-19,0.05703,0.05805,0.05304,0.056,102315.52,5729.76
2020-10-20,0.056,0.05555,0.05097,0.05219,54025.39,2819.56
2020-10-21,0.05219,0.0568,0.0541,0.05453,130778.07,7131.38
2020-10-22,0.05453,0.05898,0.05509,0.05542,116731.37,6469.09
2020-10-23,0.05542,0.05554,0.05152,0.0532,97655.32,5195.57
2020-10-24,0.0532,0.05396,0.05033,0.05165,95601.03,4937.55
2020-10-25,0.05165,0.05136,0.04518,0.04701,84891.96,3990.68
2020-10-26,0.04701,0.04741,0.04383,0.04725,77951.89,3683.37
2020-10-27,0.04725,0.04861,0.04175,0.04251,52990.35,2252.82
2020-10-28,0.04251,0.04494,0.03895,0.03895,171123.36,6666.07
2020-10-29,0.03895,0.03887,0.03545,0.03802,200319.58,7615.68
2020-10-30,0.03802,0.04184,0.03548,0.03728,99549.29,3711.28
2020-10-31,0.03728,0.03825,0.03456,0.03639,174004.7,6332.75
2020-11-01,0.03639,0.03802,0.03592,0.03802,79305.92,3015.48
2020-11-02,0.03802,0.0379,0.0336,0.03545,84722.72,3003.04
2020-11-03,0.03545,0.03711,0.03408,0.03497,31677.98,1107.91
2020-11-04,0.03497,0.04465,0.03551,0.03612,119809.5,4327.35
2020-11-05,0.03612,0.0396,0.03535,0.03756,138811.95,5214.03
2020-11-06,0.03756,0.05508,0.04028,0.04312,198818.52,8573.5
2020-11-07,0.04312,0.04537,0.03927,0.0448,41427.95,1856.07
2020-11-08,0.0448,0.04734,0.04129,0.04352,206385.73,8981.62
2020-11-09,0.04352,0.04698,0.04222,0.04689,100465.61,4710.78
2020-11-10,0.04689,0.05104,0.04202,0.04549,107256.83,4879.3
2020-11-11,0.04549,0.04685,0.03851,0.04013,129423.08,5194.12
2020-11-12,0.04013,0.04124,0.03818,0.03943,201801.09,7956.79
2020-11-13,0.03943,0.04068,0.03572,0.04049,241353.08,9771.48
2020-11-14,0.04049,0.04011,0.03707,0.03748,77734.31,2913.62
2020-11-15,0.03748,0.03933,0.03462,0.03539,290132.0,10267.03
2020-11-16,0.03539,0.04026,0.03478,0.03593,367041.5,13187.2
2020-11-17,0.03593,0.042,0.0362,0.03789,297110.3,11258.79
2020-11-18,0.03789,0.0405,0.03686,0.03706,189680.85,7028.82
2020-11-19,0.03706,0.03978,0.03652,0.0377,96980.92,3656.57
2020-11-20,0.0377,0.04145,0.03865,0.04012,156890.26,6294.41
2020-11-21,0.04012,0.04424,0.0396,0.03976,277726.32,11043.15
2020-11-22,0.03976,0.04262,0.03942,0.04262,115774.49,4933.93
2020-11-23,0.04262,0.04727,0.04331,0.04392,253122.29,11116.69
2020-11-24,0.04392,0.05706,0.04362,0.05531,769577.22,42563.48
2020-11-25,0.05531,0.05654,0.04698,0.04698,771352.93,36234.69
2020-11-26,0.04698,0.04989,0.04084,0.04188,494575.57,20711.69
2020-11-27,0.04188,0.05214,0.0414,0.05214,128392.96,6694.72
2020-11-28,0.05214,0.05606,0.0475,0.05009,225809.09,11310.07
2020-11-29,0.05009,0.05478,0.05028,0.05144,208712.96,10735.53
2020-11-30,0.05144,0.05718,0.04886,0.04886,191496.08,9356.48
2020-12-01,0.04886,0.05153,0.04549,0.04913,273311.16,13426.7
2020-12-02,0.04913,0.05408,0.04858,0.05229,208876.11,10921.7
2020-12-03,0.05229,0.05842,0.05173,0.05567,245575.23,13672.27
2020-12-04,0.05567,0.05501,0.04944,0.05103,311768.78,15910.66
2020-12-05,0.05103,0.05786,0.05004,0.05058,186998.23,9457.48
2020-12-06,0.05058,0.05239,0.05034,0.05166,107472.41,5552.51
2020-12-07,0.05166,0.05466,0.0501,0.05436,149086.65,8104.59
2020-12-08,0.05436,0.05376,0.04998,0.05089,158845.3,8083.33
2020-12-09,0.05089,0.05583,0.04964,0.0518,177289.51,9183.39
2020-12-10,0.0518,0.05285,0.04495,0.04495,215253.1,9676.39
2020-12-11,0.04495,0.06116,0.03515,0.04352,1188808.19,51737.31
2020-12-12,0.04352,0.08922,0.0409,0.04342,731669.48,31765.48
2020-12-13,0.04342,0.04659,0.04315,0.04557,339065.01,15450.56
2020-12-14,0.04557,0.04704,0.04279,0.04408,238471.16,10512.24
2020-12-15,0.04408,0.0475,0.04246,0.04452,456367.94,20316.44
2020-12-16,0.04452,0.05213,0.04786,0.04893,728012.12,35619.75
2020-12-17,0.04893,0.06261,0.04928,0.06012,904427.09,54370.69
2020-12-18,0.06012,0.06709,0.05924,0.06186,538768.02,33329.01
2020-12-19,0.06186,0.06745,0.05949,0.06088,687978.86,41886.66
2020-12-20,0.06088,0.06294,0.05535,0.05881,463646.65,27265.84
2020-12-21,0.05881,0.05728,0.04935,0.05118,281920.18,14428.42
2020-12-22,0.05118,0.05562,0.05049,0.0526,376666.57,19811.52
2020-12-23,0.0526,0.04951,0.04414,0.04466,465789.61,20802.36
2020-12-24,0.04466,0.04946,0.04314,0.04703,573386.65,26964.18
2020-12-25,0.04703,0.05033,0.04689,0.04707,147795.2,6956.52
2020-12-26,0.04707,0.04879,0.04268,0.04359,475040.4,20706.95
2020-12-27,0.04359,0.05144,0.04185,0.04514,292481.88,13201.42
2020-12-28,0.04514,0.049,0.04268,0.04588,388495.71,17822.87
2020-12-29,0.04588,0.04662,0.04329,0.04378,506318.29,22168.27
