# Dataset Report: Tierion (TNT)
# Source Exchange: HitBTC (Legacy Archive)
# Date Range: 2017-07-25 to 2026-02-15
# Note: Token retired Dec 2020 via SEC settlement. Data ends at contract pause.
# --------------------------------------------------
Date,open,high,low,close,Volume_TNT,Volume_BTC
2017-08-20,3.8e-05,5.6e-05,3.3e-05,5.1e-05,73135.96,3.218
2017-08-21,5.1e-05,7.8e-05,4.1e-05,4.7e-05,136670.28,7.525
2017-08-22,4.7e-05,5.6e-05,3.8e-05,4.1e-05,37357.02,1.661
2017-08-23,4.1e-05,5.5e-05,4.1e-05,4.3e-05,44003.51,2.004
2017-08-24,4.3e-05,5e-05,3.7e-05,4.4e-05,58514.5,2.598
2017-08-25,4.4e-05,6.8e-05,4e-05,6.6e-05,51269.15,2.524
2017-08-26,6.6e-05,8.7e-05,5.3e-05,5.7e-05,117870.31,8.469
2017-08-27,5.7e-05,7.6e-05,5.3e-05,7.6e-05,71480.69,4.445
2017-08-28,7.6e-05,8.2e-05,5.6e-05,6.9e-05,106997.1,7.029
2017-08-29,6.9e-05,8.2e-05,5.9e-05,7.1e-05,129954.56,9.066
2017-08-30,7.1e-05,7.5e-05,4e-05,4.8e-05,288609.54,14.82
2017-08-31,4.8e-05,5.6e-05,4.4e-05,4.8e-05,381596.49,19.05
2017-09-01,4.8e-05,5.1e-05,3.8e-05,4.1e-05,404456.74,17.28
2017-09-02,4.1e-05,4.2e-05,3.3e-05,3.6e-05,419730.16,15.03
2017-09-03,3.6e-05,4.3e-05,3.3e-05,3.7e-05,394752.05,15.51
2017-09-04,3.7e-05,4e-05,2.7e-05,3e-05,528183.4,17.37
2017-09-05,3e-05,3.3e-05,2.8e-05,3.1e-05,171449.34,5.234
2017-09-06,3.1e-05,3.1e-05,2.4e-05,2.8e-05,318085.5,9.041
2017-09-07,2.8e-05,3.5e-05,2.6e-05,3.4e-05,546507.79,16.1
2017-09-08,3.4e-05,3.4e-05,2.7e-05,2.9e-05,453526.99,13.55
2017-09-09,2.9e-05,3e-05,2.7e-05,3e-05,302427.92,8.429
2017-09-10,3e-05,3.2e-05,2.6e-05,2.8e-05,420057.26,11.83
2017-09-11,2.8e-05,3e-05,2.7e-05,2.8e-05,354208.07,9.904
2017-09-12,2.8e-05,3.9e-05,2.8e-05,3.7e-05,885997.5,29.79
2017-09-13,3.7e-05,4.7e-05,3.5e-05,3.8e-05,812220.43,31.4
2017-09-14,3.8e-05,4.1e-05,3e-05,3.6e-05,819205.16,29.06
2017-09-15,3.6e-05,3.7e-05,2e-05,3.4e-05,461470.57,15.13
2017-09-16,3.4e-05,4e-05,2.9e-05,3.3e-05,479363.78,16.28
2017-09-17,3.3e-05,3.4e-05,2.6e-05,2.8e-05,482412.33,14.97
2017-09-18,2.8e-05,3e-05,2.4e-05,2.6e-05,547207.17,14.99
2017-09-19,2.6e-05,2.9e-05,2.3e-05,2.5e-05,370059.29,9.717
2017-09-20,2.5e-05,2.6e-05,2.2e-05,2.5e-05,474036.24,11.34
2017-09-21,2.5e-05,2.6e-05,2.3e-05,2.4e-05,375938.17,9.202
2017-09-22,2.4e-05,2.7e-05,2.3e-05,2.5e-05,365445.29,8.968
2017-09-23,2.5e-05,2.6e-05,2.3e-05,2.3e-05,170592.72,4.161
2017-09-24,2.3e-05,2.4e-05,2e-05,2.1e-05,257369.47,5.723
2017-09-25,2.1e-05,2.2e-05,1.1e-05,2e-05,1049271.64,19.6
2017-09-26,2e-05,2.3e-05,1.8e-05,2.2e-05,877097.07,17.6
2017-09-27,2.2e-05,2.6e-05,2e-05,2.3e-05,1370626.47,31.64
2017-09-28,2.3e-05,2.4e-05,2e-05,2.1e-05,945932.99,20.75
2017-09-29,2.1e-05,2.2e-05,1.8e-05,1.9e-05,523593.17,10.52
2017-09-30,1.9e-05,2.1e-05,1.9e-05,1.9e-05,117561.46,2.281
2017-10-01,1.9e-05,2e-05,1.8e-05,1.8e-05,202538.65,3.787
2017-10-02,1.8e-05,1.9e-05,1.7e-05,1.7e-05,201406.36,3.603
2017-10-03,1.7e-05,2e-05,1.6e-05,2e-05,215392.35,3.984
2017-10-04,2e-05,2e-05,1.7e-05,1.8e-05,295280.32,5.284
2017-10-05,1.8e-05,1.8e-05,1.6e-05,1.8e-05,136150.86,2.313
2017-10-06,1.8e-05,1.8e-05,1.6e-05,1.8e-05,67017.65,1.124
2017-10-07,1.8e-05,1.8e-05,1.6e-05,1.6e-05,82117.57,1.358
2017-10-08,1.6e-05,1.6e-05,1.4e-05,1.4e-05,326588.95,4.699
2017-10-09,1.4e-05,1.5e-05,1e-05,1e-05,274834.97,3.335
2017-10-10,1e-05,1.3e-05,1e-05,1.1e-05,211501.39,2.467
2017-10-11,1.1e-05,1.3e-05,1.1e-05,1.2e-05,78834.51,0.9663
2017-10-12,1.2e-05,1.4e-05,1e-05,1e-05,99504.17,1.18
2017-10-13,1e-05,1.1e-05,9e-06,1e-05,286606.07,2.768
2017-10-14,1e-05,1.1e-05,8e-06,1e-05,51578.91,0.5002
2017-10-15,1e-05,1e-05,9e-06,9e-06,30896.38,0.2875
2017-10-16,9e-06,1e-05,9e-06,9e-06,41519.3,0.4046
2017-10-17,9e-06,1e-05,9e-06,9e-06,47305.89,0.454
2017-10-18,9e-06,1.1e-05,9e-06,9e-06,55840.56,0.5864
2017-10-19,9e-06,1e-05,9e-06,9e-06,118682.51,1.069
2017-10-20,9e-06,1e-05,8e-06,9e-06,42432.91,0.3629
2017-10-21,9e-06,9e-06,7e-06,7e-06,67575.39,0.4909
2017-10-22,7e-06,9e-06,7e-06,7e-06,96233.68,0.7384
2017-10-23,7e-06,9e-06,7e-06,7e-06,34631.52,0.2702
2017-10-24,7e-06,1e-05,7e-06,9e-06,97230.6,0.8654
2017-10-25,9e-06,1e-05,8e-06,9e-06,129227.83,1.126
2017-10-26,9e-06,1e-05,8e-06,9e-06,87089.24,0.7923
2017-10-27,9e-06,1e-05,8e-06,9e-06,82689.11,0.7187
2017-10-28,9e-06,1.1e-05,9e-06,1e-05,163570.36,1.508
2017-10-29,1e-05,1.1e-05,9e-06,9e-06,123783.18,1.249
2017-10-30,9e-06,1e-05,8e-06,9e-06,70124.77,0.6314
2017-10-31,9e-06,9e-06,8e-06,8e-06,71709.1,0.5864
2017-11-01,8e-06,9e-06,7e-06,7e-06,67097.04,0.5134
2017-11-02,7e-06,8e-06,6e-06,8e-06,211479.01,1.45
2017-11-03,8e-06,8e-06,7e-06,7e-06,135441.91,0.9639
2017-11-04,7e-06,8e-06,7e-06,7e-06,55489.94,0.4383
2017-11-05,7e-06,8e-06,7e-06,7e-06,37113.88,0.2737
2017-11-06,7e-06,9e-06,7e-06,8e-06,112238.62,0.8678
2017-11-07,8e-06,1e-05,8e-06,1e-05,64856.88,0.5611
2017-11-08,1e-05,1e-05,8e-06,1e-05,98355.48,0.8702
2017-11-09,1e-05,1e-05,8e-06,1e-05,41807.81,0.3835
2017-11-10,1e-05,1e-05,8e-06,9e-06,62640.11,0.5017
2017-11-11,9e-06,9e-06,8e-06,8e-06,75254.42,0.6074
2017-11-12,8e-06,1e-05,8e-06,9e-06,72610.84,0.6162
2017-11-13,9e-06,9e-06,7e-06,8e-06,27503.71,0.2186
2017-11-14,8e-06,9e-06,7e-06,7e-06,33862.83,0.2565
2017-11-15,7e-06,8e-06,6e-06,7e-06,72335.21,0.5144
2017-11-16,7e-06,7e-06,6e-06,6e-06,55484.69,0.3806
2017-11-17,6e-06,7e-06,5e-06,7e-06,86045.72,0.5141
2017-11-18,7e-06,7e-06,6e-06,6e-06,20566.51,0.1414
2017-11-19,6e-06,7e-06,6e-06,7e-06,93480.24,0.5759
2017-11-20,7e-06,7e-06,6e-06,6e-06,92950.0,0.5609
2017-11-21,6e-06,7e-06,5e-06,5e-06,83005.65,0.4653
2017-11-22,5e-06,1.2e-05,5e-06,1.1e-05,1061880.39,9.804
2017-11-23,1.1e-05,1.5e-05,1e-05,1.2e-05,753387.76,9.233
2017-11-24,1.2e-05,1.2e-05,9e-06,1e-05,457846.43,4.833
2017-11-25,1e-05,1.1e-05,9e-06,1e-05,113622.12,1.15
2017-11-26,1e-05,1.3e-05,9e-06,1.1e-05,499182.69,5.318
2017-11-27,1.1e-05,1.2e-05,8e-06,1e-05,232172.43,2.199
2017-11-28,1e-05,1.1e-05,8e-06,8e-06,253259.61,2.301
2017-11-29,8e-06,1e-05,7e-06,8e-06,188841.38,1.541
2017-11-30,8e-06,9e-06,7e-06,8e-06,35812.29,0.2906
2017-12-01,8e-06,8e-06,7e-06,7e-06,34572.15,0.2681
2017-12-02,7e-06,8e-06,6e-06,7e-06,79520.37,0.576
2017-12-03,7e-06,8e-06,6e-06,7e-06,78162.22,0.5991
2017-12-04,7e-06,8e-06,6e-06,7e-06,109379.96,0.7754
2017-12-05,7e-06,1e-05,7e-06,8e-06,434177.04,3.63
2017-12-06,8e-06,9e-06,6e-06,6e-06,137523.58,0.9488
2017-12-07,6e-06,7e-06,4e-06,5e-06,316560.07,1.824
2017-12-08,5e-06,6e-06,3e-06,5e-06,139128.72,0.6313
2017-12-09,5e-06,7e-06,5e-06,6e-06,444085.1,2.532
2017-12-10,6e-06,8e-06,5e-06,5e-06,427892.5,2.678
2017-12-11,5e-06,6e-06,4e-06,5e-06,150145.48,0.745
2017-12-12,5e-06,6e-06,4e-06,4e-06,249480.21,1.249
2017-12-13,4e-06,6e-06,4e-06,5e-06,97897.77,0.4885
2017-12-14,5e-06,7e-06,4e-06,5e-06,227730.15,1.24
2017-12-15,5e-06,7e-06,4e-06,6e-06,449094.36,2.433
2017-12-16,6e-06,7e-06,5e-06,7e-06,41135.23,0.2391
2017-12-17,7e-06,8e-06,5e-06,7e-06,353913.84,2.574
2017-12-18,7e-06,1e-05,6e-06,9e-06,827567.24,6.346
2017-12-19,9e-06,1.1e-05,7e-06,9e-06,575606.89,5.192
2017-12-20,9e-06,1e-05,8e-06,8e-06,194106.55,1.741
2017-12-21,8e-06,1.1e-05,8e-06,8e-06,345942.08,3.282
2017-12-22,8e-06,1e-05,7e-06,9e-06,522713.5,4.1
2017-12-23,9e-06,1e-05,8e-06,9e-06,207268.68,1.838
2017-12-24,9e-06,1e-05,8e-06,9e-06,148845.17,1.321
2017-12-25,9e-06,1.3e-05,8e-06,1.2e-05,316622.47,3.14
2017-12-26,1.2e-05,1.2e-05,8e-06,9e-06,338981.11,3.084
2017-12-27,9e-06,1.1e-05,8e-06,1e-05,256600.29,2.366
2017-12-28,1e-05,1.1e-05,9e-06,1e-05,204540.52,1.974
2017-12-29,1e-05,1.1e-05,9e-06,1.1e-05,150868.44,1.464
2017-12-30,1.1e-05,1.7e-05,1e-05,1.7e-05,641148.98,8.908
2017-12-31,1.7e-05,1.7e-05,1.3e-05,1.5e-05,281485.2,4.283
2018-01-01,1.5e-05,2.2e-05,1.4e-05,1.8e-05,571005.68,10.3
2018-01-02,1.8e-05,2.4e-05,1.4e-05,1.9e-05,573414.32,11.28
2018-01-03,1.9e-05,2.2e-05,1.6e-05,2e-05,421788.35,8.166
2018-01-04,2e-05,2.4e-05,1.8e-05,2.2e-05,664901.91,13.46
2018-01-05,2.2e-05,2.3e-05,1.5e-05,1.6e-05,791873.06,14.74
2018-01-06,1.6e-05,2.3e-05,1.5e-05,2e-05,514392.19,10.15
2018-01-07,2e-05,2.3e-05,1.9e-05,2.3e-05,285040.18,6.09
2018-01-08,2.3e-05,2.7e-05,2e-05,2.3e-05,476454.73,11.54
2018-01-09,2.3e-05,2.8e-05,2.2e-05,2.5e-05,344485.7,8.455
2018-01-10,2.5e-05,2.6e-05,2e-05,2.2e-05,268113.89,6.027
2018-01-11,2.2e-05,2.3e-05,1.8e-05,1.8e-05,339793.89,6.73
2018-01-12,1.8e-05,2.6e-05,1.7e-05,2.3e-05,524391.26,10.24
2018-01-13,2.3e-05,2.3e-05,1.8e-05,1.8e-05,352637.51,7.066
2018-01-14,1.8e-05,2e-05,1.6e-05,1.8e-05,196571.32,3.524
2018-01-15,1.8e-05,2.3e-05,1.6e-05,2.2e-05,273122.02,5.21
2018-01-16,2.2e-05,2.2e-05,1.4e-05,1.7e-05,713395.83,13.25
2018-01-17,1.7e-05,1.8e-05,1.3e-05,1.7e-05,336060.67,5.307
2018-01-18,1.7e-05,1.9e-05,1.6e-05,1.7e-05,301733.13,5.215
2018-01-19,1.7e-05,2.1e-05,1.6e-05,1.9e-05,136725.72,2.571
2018-01-20,1.9e-05,2e-05,1.7e-05,1.7e-05,138021.23,2.53
2018-01-21,1.7e-05,1.9e-05,1.6e-05,1.7e-05,87830.26,1.474
2018-01-22,1.7e-05,2.5e-05,1.6e-05,2.3e-05,525701.82,11.4
2018-01-23,2.3e-05,3.9e-05,2.2e-05,3.6e-05,1597210.42,48.58
2018-01-24,3.6e-05,3.6e-05,2.3e-05,2.4e-05,768329.14,22.52
2018-01-25,2.4e-05,2.8e-05,2.3e-05,2.4e-05,265706.67,6.75
2018-01-26,2.4e-05,2.5e-05,2.2e-05,2.3e-05,99607.46,2.34
2018-01-27,2.3e-05,2.9e-05,2.2e-05,2.5e-05,201647.27,5.241
2018-01-28,2.5e-05,2.8e-05,2.2e-05,2.4e-05,206026.59,4.967
2018-01-29,2.4e-05,2.4e-05,2.1e-05,2.2e-05,164748.72,3.666
2018-01-30,2.2e-05,2.3e-05,1.8e-05,2e-05,118170.96,2.448
2018-01-31,2e-05,2.2e-05,1.8e-05,1.9e-05,73827.2,1.47
2018-02-01,1.9e-05,2.2e-05,1.6e-05,1.7e-05,106960.36,1.976
2018-02-02,1.7e-05,1.8e-05,1.5e-05,1.7e-05,71146.61,1.19
2018-02-03,1.7e-05,2e-05,1.6e-05,1.9e-05,100004.54,1.808
2018-02-04,1.9e-05,2e-05,1.7e-05,1.8e-05,145733.57,2.62
2018-02-05,1.8e-05,1.8e-05,1.4e-05,1.6e-05,141921.6,2.285
2018-02-06,1.6e-05,1.7e-05,1.4e-05,1.7e-05,88036.9,1.319
2018-02-07,1.7e-05,1.7e-05,1.5e-05,1.5e-05,50030.07,0.8037
2018-02-08,1.5e-05,1.6e-05,1.5e-05,1.6e-05,56288.8,0.858
2018-02-09,1.6e-05,1.8e-05,1.5e-05,1.7e-05,82754.43,1.34
2018-02-10,1.7e-05,1.9e-05,1.6e-05,1.7e-05,162849.0,2.864
2018-02-11,1.7e-05,1.8e-05,1.5e-05,1.7e-05,119833.1,2.002
2018-02-12,1.7e-05,1.8e-05,1.6e-05,1.7e-05,18605.72,0.3172
2018-02-13,1.7e-05,1.8e-05,1.6e-05,1.8e-05,19330.87,0.3292
2018-02-14,1.8e-05,1.8e-05,1.5e-05,1.6e-05,53317.75,0.872
2018-02-15,1.6e-05,1.7e-05,1.5e-05,1.6e-05,46742.48,0.7398
2018-02-16,1.6e-05,1.7e-05,1.5e-05,1.7e-05,57846.39,0.9704
2018-02-17,1.7e-05,1.7e-05,1.5e-05,1.6e-05,53748.71,0.8609
2018-02-18,1.6e-05,1.6e-05,1.4e-05,1.5e-05,37197.28,0.5592
2018-02-19,1.5e-05,1.6e-05,1.4e-05,1.4e-05,18797.27,0.2762
2018-02-20,1.4e-05,1.5e-05,1.2e-05,1.2e-05,43626.45,0.5694
2018-02-21,1.2e-05,1.3e-05,1.1e-05,1.2e-05,45146.56,0.5629
2018-02-22,1.2e-05,1.5e-05,1.2e-05,1.3e-05,89249.91,1.165
2018-02-23,1.3e-05,1.4e-05,1.2e-05,1.3e-05,94421.55,1.244
2018-02-24,1.3e-05,1.4e-05,1.2e-05,1.3e-05,23216.26,0.302
2018-02-25,1.3e-05,1.4e-05,1.2e-05,1.4e-05,34647.23,0.4662
2018-02-26,1.4e-05,1.4e-05,1.2e-05,1.3e-05,34330.96,0.4232
2018-02-27,1.3e-05,1.3e-05,1.1e-05,1.2e-05,46012.15,0.5422
2018-02-28,1.2e-05,1.2e-05,1e-05,1e-05,15971.07,0.1726
2018-03-01,1e-05,1.2e-05,1e-05,1e-05,25737.65,0.2777
2018-03-02,1e-05,1.2e-05,1e-05,1e-05,11084.73,0.1205
2018-03-03,1e-05,1.1e-05,9e-06,1e-05,63648.98,0.6364
2018-03-04,1e-05,1e-05,9e-06,9e-06,7988.14,0.0733
2018-03-05,9e-06,1.1e-05,9e-06,1e-05,70541.81,0.6573
2018-03-06,1e-05,1e-05,9e-06,9e-06,36694.7,0.3319
2018-03-07,9e-06,1e-05,8e-06,9e-06,15444.47,0.1399
2018-03-08,9e-06,9e-06,7e-06,9e-06,25026.62,0.1974
2018-03-09,9e-06,9e-06,7e-06,8e-06,16855.4,0.1332
2018-03-10,8e-06,9e-06,8e-06,8e-06,6913.47,0.05538
2018-03-11,8e-06,9e-06,7e-06,8e-06,23910.35,0.1912
2018-03-12,8e-06,9e-06,7e-06,7e-06,22424.27,0.1727
2018-03-13,7e-06,1.1e-05,7e-06,1.1e-05,95435.17,0.8923
2018-03-14,1.1e-05,1.1e-05,8e-06,8e-06,142483.97,1.326
2018-03-15,8e-06,9e-06,8e-06,8e-06,33740.75,0.2849
2018-03-16,8e-06,9e-06,8e-06,9e-06,3597.16,0.02883
2018-03-17,9e-06,9e-06,7e-06,7e-06,9681.33,0.08397
2018-03-18,7e-06,8e-06,6e-06,8e-06,82811.25,0.5925
2018-03-19,8e-06,8e-06,7e-06,8e-06,68704.22,0.504
2018-03-20,8e-06,9e-06,7e-06,8e-06,34263.52,0.2745
2018-03-21,8e-06,9e-06,7e-06,9e-06,32920.48,0.2638
2018-03-22,9e-06,9e-06,8e-06,8e-06,9742.67,0.07805
2018-03-23,8e-06,9e-06,7e-06,8e-06,16899.99,0.1424
2018-03-24,8e-06,1e-05,8e-06,9e-06,96612.89,0.8584
2018-03-25,9e-06,1.3e-05,8e-06,1.2e-05,357736.79,4.007
2018-03-26,1.2e-05,1.3e-05,9e-06,1e-05,78618.16,0.8497
2018-03-27,1e-05,1.1e-05,9e-06,1e-05,98641.46,1.02
2018-03-28,1e-05,1.2e-05,1e-05,1.1e-05,36092.75,0.3984
2018-03-29,1.1e-05,1.2e-05,1e-05,1e-05,48629.31,0.5057
2018-03-30,1e-05,1.1e-05,1e-05,1.1e-05,1494.03,0.01494
2018-03-31,1.1e-05,1.2e-05,1e-05,1.1e-05,81084.59,0.8981
2018-04-01,1.1e-05,1.1e-05,1e-05,1.1e-05,29896.52,0.3143
2018-04-02,1.1e-05,1.1e-05,1e-05,1.1e-05,2344.67,0.0238
2018-04-03,1.1e-05,1.1e-05,1e-05,1.1e-05,19946.52,0.2095
2018-04-04,1.1e-05,1.1e-05,9e-06,1e-05,38944.56,0.3867
2018-04-05,1e-05,1.1e-05,9e-06,1e-05,21598.66,0.2224
2018-04-06,1e-05,1e-05,9e-06,1e-05,8549.55,0.08403
2018-04-07,1e-05,1.1e-05,1e-05,1e-05,12488.63,0.1249
2018-04-08,1e-05,1.1e-05,1e-05,1.1e-05,16289.64,0.1674
2018-04-09,1.1e-05,1.1e-05,9e-06,1e-05,27012.72,0.2683
2018-04-10,1e-05,1.1e-05,9e-06,1.1e-05,9392.51,0.08988
2018-04-11,1.1e-05,1.1e-05,1e-05,1e-05,18392.36,0.1839
2018-04-12,1e-05,1.1e-05,1e-05,1.1e-05,98331.31,1.028
2018-04-13,1.1e-05,1.1e-05,1e-05,1.1e-05,32334.59,0.353
2018-04-14,1.1e-05,1.7e-05,1e-05,1.4e-05,144388.21,1.965
2018-04-15,1.4e-05,1.5e-05,1.2e-05,1.4e-05,84442.77,1.145
2018-04-16,1.4e-05,1.4e-05,1.2e-05,1.2e-05,11598.44,0.1476
2018-04-17,1.2e-05,1.3e-05,1.2e-05,1.2e-05,31111.28,0.3839
2018-04-18,1.2e-05,1.3e-05,1.2e-05,1.3e-05,18082.86,0.231
2018-04-19,1.3e-05,1.4e-05,1.2e-05,1.3e-05,49863.9,0.6474
2018-04-20,1.3e-05,1.4e-05,1.2e-05,1.3e-05,34965.07,0.4554
2018-04-21,1.3e-05,1.3e-05,1.2e-05,1.3e-05,38939.06,0.4699
2018-04-22,1.3e-05,1.4e-05,1.2e-05,1.4e-05,54497.5,0.6964
2018-04-23,1.4e-05,1.4e-05,1.3e-05,1.3e-05,12849.45,0.1708
2018-04-24,1.3e-05,1.5e-05,1.3e-05,1.4e-05,75348.63,1.004
2018-04-25,1.4e-05,1.4e-05,1.1e-05,1.2e-05,127840.35,1.536
2018-04-26,1.2e-05,1.3e-05,1.1e-05,1.3e-05,34937.11,0.4268
2018-04-27,1.3e-05,1.5e-05,1.2e-05,1.3e-05,62607.04,0.8298
2018-04-28,1.3e-05,1.4e-05,1.2e-05,1.3e-05,30984.69,0.4024
2018-04-29,1.3e-05,1.6e-05,1.3e-05,1.5e-05,106052.23,1.524
2018-04-30,1.5e-05,1.7e-05,1.4e-05,1.6e-05,91426.41,1.431
2018-05-01,1.6e-05,1.6e-05,1.4e-05,1.6e-05,54002.39,0.8112
2018-05-02,1.6e-05,1.6e-05,1.4e-05,1.6e-05,10776.54,0.1629
2018-05-03,1.6e-05,1.6e-05,1.3e-05,1.5e-05,56043.48,0.8337
2018-05-04,1.5e-05,1.5e-05,1.3e-05,1.4e-05,18736.15,0.2559
2018-05-05,1.4e-05,1.5e-05,1.3e-05,1.4e-05,14420.95,0.2034
2018-05-06,1.4e-05,1.5e-05,1.3e-05,1.3e-05,16315.78,0.2261
2018-05-07,1.3e-05,1.5e-05,1.3e-05,1.4e-05,45654.66,0.6041
2018-05-08,1.4e-05,1.4e-05,1.3e-05,1.3e-05,43346.06,0.5638
2018-05-09,1.3e-05,1.4e-05,1.2e-05,1.3e-05,28231.71,0.3633
2018-05-10,1.3e-05,1.3e-05,1.2e-05,1.2e-05,15248.39,0.1853
2018-05-11,1.2e-05,1.3e-05,1e-05,1.2e-05,47859.48,0.5462
2018-05-12,1.2e-05,1.2e-05,1e-05,1.2e-05,103443.68,1.123
2018-05-13,1.2e-05,1.3e-05,1.1e-05,1.3e-05,34160.54,0.4076
2018-05-14,1.3e-05,1.5e-05,1.1e-05,1.3e-05,186394.86,2.424
2018-05-15,1.3e-05,1.5e-05,1.2e-05,1.3e-05,127127.15,1.679
2018-05-16,1.3e-05,1.3e-05,1.2e-05,1.2e-05,29441.07,0.3728
2018-05-17,1.2e-05,1.3e-05,1.2e-05,1.2e-05,34703.21,0.4172
2018-05-18,1.2e-05,1.2e-05,1.1e-05,1.1e-05,6334.57,0.07598
2018-05-19,1.1e-05,1.2e-05,1.1e-05,1.2e-05,64404.67,0.7547
2018-05-20,1.2e-05,1.2e-05,1.1e-05,1.1e-05,3058.41,0.03655
2018-05-21,1.1e-05,1.2e-05,1.1e-05,1.1e-05,2123.46,0.02548
2018-05-22,1.1e-05,1.2e-05,1.1e-05,1.2e-05,2503.62,0.02954
2018-05-23,1.2e-05,1.2e-05,1e-05,1.1e-05,15761.59,0.1713
2018-05-24,1.1e-05,1.2e-05,1e-05,1e-05,35135.41,0.3758
2018-05-25,1e-05,1.1e-05,1e-05,1e-05,20354.0,0.2035
2018-05-26,1e-05,1.1e-05,1e-05,1.1e-05,17300.61,0.174
2018-05-27,1.1e-05,1.1e-05,1e-05,1e-05,2154.94,0.02155
2018-05-28,1e-05,1e-05,9e-06,1e-05,5769.48,0.05578
2018-05-29,1e-05,1e-05,9e-06,1e-05,2372.54,0.02335
2018-05-30,1e-05,1e-05,9e-06,1e-05,52695.61,0.4878
2018-05-31,1e-05,1.1e-05,9e-06,1e-05,126752.3,1.27
2018-06-01,1e-05,1.1e-05,1e-05,1.1e-05,14907.23,0.1502
2018-06-02,1.1e-05,1.2e-05,9e-06,1.1e-05,51976.86,0.5717
2018-06-03,1.1e-05,1.1e-05,1e-05,1e-05,2347.9,0.02348
2018-06-04,1e-05,1.1e-05,9e-06,9e-06,26801.0,0.267
2018-06-05,9e-06,1e-05,9e-06,9e-06,16023.2,0.1532
2018-06-06,9e-06,1e-05,9e-06,1e-05,5465.94,0.04961
2018-06-07,1e-05,1e-05,9e-06,9e-06,11428.28,0.1059
2018-06-08,9e-06,1.2e-05,9e-06,9e-06,523175.86,5.156
2018-06-09,9e-06,1e-05,8e-06,9e-06,79910.86,0.7192
2018-06-10,9e-06,9e-06,8e-06,9e-06,4148.94,0.03668
2018-06-11,9e-06,9e-06,8e-06,8e-06,408.26,0.003266
2018-06-12,8e-06,9e-06,7e-06,7e-06,38364.64,0.3032
2018-06-13,7e-06,9e-06,7e-06,7e-06,13646.78,0.1078
2018-06-14,7e-06,9e-06,7e-06,9e-06,9054.96,0.06925
2018-06-15,9e-06,9e-06,7e-06,8e-06,12775.0,0.1003
2018-06-16,8e-06,9e-06,7e-06,8e-06,32886.1,0.2587
2018-06-17,8e-06,9e-06,7e-06,8e-06,2638.86,0.01997
2018-06-18,8e-06,9e-06,8e-06,8e-06,1774.65,0.0142
2018-06-19,8e-06,9e-06,8e-06,9e-06,3248.6,0.029
2018-06-20,9e-06,9e-06,7e-06,8e-06,15998.05,0.128
2018-06-21,8e-06,9e-06,7e-06,8e-06,2366.37,0.01861
2018-06-22,8e-06,8e-06,7e-06,8e-06,749.44,0.005374
2018-06-23,8e-06,1e-05,7e-06,8e-06,429247.14,4.01
